,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause(£),DefensiveAwareness,Year_Joined
0,212198,Bruno Fernandes,26,https://cdn.sofifa.com/players/212/198/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,88,89,Manchester United,https://cdn.sofifa.com/teams/11/30.png,107500000.0,250000.0,2341,Right,3.0,3.0,4.0,High/ High,Unique,Yes,CAM,18.0,2020-01-30,None,2025.0,179,152.145,87.0,83.0,64.0,91.0,87.0,83.0,87.0,87.0,88.0,87.0,77.0,73.0,80.0,91.0,79.0,89.0,73.0,91.0,70.0,89.0,78.0,66.0,87.0,90.0,91.0,87.0,None,73.0,65.0,12.0,14.0,15.0,8.0,14.0,CAM,88.0,206900000.0,72.0,2020
1,209658,L. Goretzka,26,https://cdn.sofifa.com/players/209/658/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,87,88,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,93000000.0,140000.0,2314,Right,4.0,4.0,3.0,High/ Medium,Unique,Yes,LDM,8.0,2018-07-01,None,2026.0,189,180.81,75.0,82.0,86.0,86.0,69.0,84.0,76.0,75.0,84.0,87.0,78.0,83.0,76.0,88.0,71.0,85.0,79.0,88.0,88.0,86.0,81.0,86.0,85.0,84.0,60.0,82.0,None,85.0,77.0,13.0,8.0,15.0,11.0,9.0,CM,87.0,160400000.0,74.0,2018
2,176580,L. Suárez,34,https://cdn.sofifa.com/players/176/580/22_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,88,88,Atlético de Madrid,https://cdn.sofifa.com/teams/240/30.png,44500000.0,135000.0,2307,Right,5.0,4.0,3.0,High/ Medium,Unique,Yes,RS,9.0,2020-09-25,None,2022.0,182,183.01500000000001,80.0,93.0,84.0,83.0,90.0,83.0,86.0,82.0,77.0,86.0,76.0,69.0,75.0,92.0,78.0,89.0,69.0,78.0,85.0,88.0,87.0,41.0,91.0,84.0,83.0,87.0,None,45.0,38.0,27.0,25.0,31.0,33.0,37.0,ST,88.0,91200000.0,42.0,2020
3,192985,K. De Bruyne,30,https://cdn.sofifa.com/players/192/985/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,91,91,Manchester City,https://cdn.sofifa.com/teams/10/30.png,125500000.0,350000.0,2304,Right,4.0,5.0,4.0,High/ High,Unique,Yes,RCM,17.0,2015-08-30,None,2025.0,181,154.35,94.0,82.0,55.0,94.0,82.0,88.0,85.0,83.0,93.0,91.0,76.0,76.0,79.0,91.0,78.0,91.0,63.0,89.0,74.0,91.0,76.0,66.0,88.0,94.0,83.0,89.0,None,65.0,53.0,15.0,13.0,5.0,10.0,13.0,CM,91.0,232200000.0,68.0,2015
4,224334,M. Acuña,29,https://cdn.sofifa.com/players/224/334/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,84,84,Sevilla FC,https://cdn.sofifa.com/teams/481/30.png,37000000.0,45000.0,2292,Left,2.0,3.0,4.0,High/ High,Stocky (170-185),No,LB,19.0,2020-09-14,None,2024.0,172,152.145,87.0,66.0,58.0,82.0,68.0,87.0,88.0,75.0,78.0,88.0,77.0,76.0,83.0,83.0,90.0,82.0,63.0,90.0,80.0,81.0,84.0,79.0,81.0,82.0,76.0,87.0,None,84.0,82.0,8.0,14.0,13.0,13.0,14.0,LB,84.0,77700000.0,80.0,2020
5,212622,J. Kimmich,26,https://cdn.sofifa.com/players/212/622/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,89,90,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,108000000.0,160000.0,2283,Right,4.0,4.0,3.0,High/ Medium,Lean (170-185),Yes,RDM,6.0,2015-07-01,None,2025.0,177,165.375,91.0,68.0,72.0,87.0,69.0,83.0,85.0,61.0,90.0,85.0,77.0,65.0,84.0,88.0,84.0,78.0,79.0,94.0,68.0,84.0,89.0,84.0,80.0,85.0,44.0,85.0,None,85.0,79.0,8.0,15.0,7.0,15.0,15.0,CDM,89.0,186300000.0,85.0,2015
6,187961,Paulinho,32,https://cdn.sofifa.com/players/187/961/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,Al Ahli,https://cdn.sofifa.com/teams/112387/30.png,28500000.0,61000.0,2273,Right,3.0,4.0,4.0,High/ High,Normal (170-185),Yes,LCM,15.0,2021-07-22,None,2024.0,183,176.4,67.0,83.0,85.0,82.0,75.0,82.0,66.0,75.0,76.0,83.0,73.0,71.0,72.0,82.0,85.0,83.0,92.0,91.0,82.0,80.0,81.0,80.0,83.0,82.0,71.0,81.0,None,79.0,75.0,16.0,16.0,11.0,6.0,8.0,CM,83.0,48500000.0,80.0,2021
7,181291,G. Wijnaldum,30,https://cdn.sofifa.com/players/181/291/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,84,84,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,40500000.0,115000.0,2271,Right,3.0,4.0,4.0,High/ High,Unique,Yes,SUB,18.0,2021-07-01,None,2024.0,175,163.17000000000002,72.0,75.0,78.0,87.0,73.0,85.0,78.0,73.0,81.0,88.0,78.0,76.0,84.0,86.0,88.0,78.0,81.0,93.0,74.0,73.0,75.0,80.0,79.0,79.0,74.0,86.0,None,80.0,70.0,16.0,6.0,14.0,12.0,6.0,CM,84.0,74900000.0,79.0,2021
8,208333,E. Can,27,https://cdn.sofifa.com/players/208/333/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,82,83,Borussia Dortmund,https://cdn.sofifa.com/teams/22/30.png,35000000.0,72000.0,2270,Right,3.0,4.0,3.0,Medium/ High,Stocky (185+),Yes,SUB,23.0,2020-02-18,None,2024.0,186,189.63,69.0,76.0,82.0,83.0,71.0,82.0,77.0,64.0,83.0,79.0,67.0,87.0,72.0,81.0,75.0,85.0,87.0,88.0,86.0,81.0,88.0,84.0,76.0,79.0,60.0,79.0,None,87.0,86.0,14.0,8.0,8.0,13.0,11.0,CDM,85.0,62100000.0,81.0,2020
9,194765,A. Griezmann,30,https://cdn.sofifa.com/players/194/765/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,85,85,Atlético de Madrid,https://cdn.sofifa.com/teams/240/30.png,53000000.0,220000.0,2259,Left,4.0,3.0,4.0,Medium/ Medium,Unique,Yes,LS,8.0,2021-09-28,FC Barcelona,2022.0,176,160.965,83.0,84.0,83.0,84.0,86.0,85.0,86.0,85.0,82.0,89.0,80.0,80.0,92.0,89.0,83.0,82.0,90.0,86.0,63.0,83.0,73.0,49.0,89.0,85.0,79.0,90.0,None,54.0,49.0,14.0,8.0,14.0,13.0,14.0,CAM,86.0,2200000.0,43.0,2021
